1	0.002075	0.089639	0.014654
2	0.00241	0.088591	0.018304
3	0.001772	-0.025265	-0.052359
4	0.005663	-0.025542	-0.052315
5	0.005049	-0.024345	-0.045758
6	0.001574	-0.023995	-0.046039
7	0.00177	-0.023493	-0.057342
8	0.005539	-0.023918	-0.057831
9	0.001427	-0.02077	-0.062039
10	0.004254	-0.020863	-0.062853
11	0.010637	0.089695	0.011564
12	0.00683	0.090412	0.010389
13	0.008139	0.089504	0.013831
14	0.002464	0.092693	-0.008591
15	0.002437	0.092641	-0.003887
16	0.01161	0.09071	0.005585
17	0.006961	0.091311	0.005966
18	0.01318	0.08972	0.008958
19	0.011747	0.091266	0.001024
20	0.007057	0.09205	0.001071
21	0.007251	0.092347	-0.003817
22	0.012085	0.091565	-0.003784
23	0.007265	0.092406	-0.008427
24	0.012094	0.091645	-0.008314
25	0.007234	0.092356	-0.013003
26	0.012132	0.091697	-0.013054
27	0.007269	0.092426	-0.017878
28	0.012371	0.091837	-0.018268
29	0.012288	0.091646	-0.023048
30	0.007105	0.092455	-0.022767
31	0.01205	0.091427	-0.027463
32	0.006923	0.092133	-0.027681
33	0.011697	0.091555	-0.03222
34	0.006826	0.091944	-0.032605
35	0.011326	0.091032	-0.037346
36	0.00665	0.091466	-0.037592
37	0.011034	0.089974	-0.041993
38	0.006476	0.090235	-0.042665
39	0.009341	0.088725	-0.048156
40	0.00592	0.08918	-0.046784
41	0.012158	0.089067	-0.045476
42	0.006239	0.088061	-0.050381
43	0.009953	0.084364	0.031375
44	0.006721	0.085268	0.030018
45	0.006624	0.083549	0.03359
46	0.012343	0.086105	0.025134
47	0.007414	0.086733	0.02549
48	0.013202	0.084743	0.029097
49	0.012487	0.087107	0.020794
50	0.007891	0.08766	0.02113
51	0.013146	0.087973	0.016594
52	0.008952	0.0885	0.017187
53	0.014095	0.088705	0.012279
54	0.012974	0.087861	-0.04915
55	0.01196	0.086167	-0.053245
56	0.006863	0.086331	-0.053965
57	0.009867	0.08414	-0.058316
58	0.006239	0.084864	-0.057082
59	0.012911	0.084471	-0.056225
60	0.00657	0.083406	-0.060065
61	0.011377	0.079832	0.040212
62	0.006784	0.080156	0.040196
63	0.006853	0.078273	0.043589
64	0.011753	0.078076	0.043195
65	0.012018	0.081575	0.036664
66	0.007011	0.081814	0.036725
67	0.013136	0.083295	0.032726
68	0.013596	0.082712	-0.059337
69	0.007207	0.081338	-0.063513
70	0.012251	0.080749	-0.063122
71	0.007057	0.078636	-0.066962
72	0.012069	0.078254	-0.06639
73	0.007009	0.076068	0.046843
74	0.012201	0.075869	0.046376
75	0.006968	0.073702	0.049959
76	0.011995	0.073426	0.049617
77	0.011863	0.075644	-0.069085
78	0.006888	0.075849	-0.069647
79	0.01161	0.073184	-0.071559
80	0.006796	0.073257	-0.072128
81	0.011644	0.070817	0.052635
82	0.006731	0.071075	0.052929
83	0.011268	0.067892	0.055553
84	0.006484	0.068121	0.055672
85	0.011591	0.070356	-0.074131
86	0.006808	0.070302	-0.074722
87	0.011402	0.06703	-0.076816
88	0.006659	0.066886	-0.077171
89	0.01105	0.064855	0.058249
90	0.006261	0.065028	0.058138
91	0.010988	0.061429	0.060716
92	0.005891	0.061974	0.060367
93	0.002301	0.081353	-0.06383
94	0.002102	0.08336	-0.060288
95	0.00229	0.078584	-0.067163
96	0.011147	0.063474	-0.079159
97	0.006688	0.063301	-0.079274
98	0.01137	0.059772	-0.081081
99	0.006827	0.059647	-0.081206
100	0.010277	0.057714	0.062734
101	0.005572	0.058545	0.062334
102	0.009662	0.053652	0.063894
103	0.005457	0.053842	0.063774
104	0.002227	0.075941	0.046927
105	0.00219	0.073552	0.049995
106	0.012253	0.055466	-0.082688
107	0.007071	0.055685	-0.083004
108	0.010492	0.049569	0.064261
109	0.005868	0.048904	0.06422
110	0.002232	0.078217	0.043647
111	0.009552	0.049716	-0.084809
112	0.006515	0.051906	-0.084322
113	0.013109	0.050961	-0.083982
114	0.006219	0.048204	-0.085442
115	0.011134	0.045337	0.064319
116	0.012751	0.047306	0.063815
117	0.006639	0.044457	0.064638
118	0.014522	0.045829	0.063593
119	0.002401	0.092561	-0.012853
120	0.01243	0.04736	-0.085121
121	0.011344	0.043579	-0.086164
122	0.006747	0.043656	-0.086584
123	0.013333	0.043502	0.064402
124	0.011878	0.039075	0.0651
125	0.006892	0.039168	0.065239
126	0.011612	0.038801	-0.086897
127	0.00686	0.038712	-0.087384
128	0.011807	0.033083	0.064628
129	0.006825	0.03327	0.06478
130	0.011667	0.033998	-0.087373
131	0.006879	0.033756	-0.08789
132	0.010121	0.02613	0.062793
133	0.013014	0.028588	0.063274
134	0.006411	0.028058	0.063503
135	0.013737	0.024367	0.061593
136	0.0117	0.029304	-0.087611
137	0.006879	0.02882	-0.088086
138	0.006742	0.023499	0.061919
139	0.012504	0.019615	0.058363
140	0.007106	0.019258	0.058501
141	0.005475	0.089156	0.016133
142	0.011615	0.024499	-0.087645
143	0.006821	0.023951	-0.088
144	0.011987	0.016936	0.05342
145	0.006944	0.016543	0.053122
146	0.012833	0.015908	0.048674
147	0.00745	0.015231	0.048416
148	0.013364	0.014957	0.044395
149	0.007723	0.014096	0.044519
150	0.010369	0.012605	0.038661
151	0.013912	0.013993	0.040345
152	0.007079	0.012865	0.04057
153	0.012918	0.012725	0.036906
154	0.011711	0.019529	-0.087245
155	0.0068	0.018823	-0.087516
156	0.006758	0.011754	0.036739
157	0.01147	0.01134	0.033597
158	0.007001	0.010802	0.032876
159	0.011258	0.010041	0.029717
160	0.006679	0.009744	0.028927
161	0.00238	0.092458	-0.017662
162	0.011638	0.014748	-0.08638
163	0.007257	0.013999	-0.086518
164	0.01202	0.010928	-0.085105
165	0.007523	0.010514	-0.085118
166	0.012283	0.007622	-0.083518
167	0.007144	0.007404	-0.083464
168	0.011698	0.003463	-0.08154
169	0.006888	0.003234	-0.081507
170	0.011729	-0.000583	-0.079183
171	0.00677	-0.000744	-0.079345
172	0.011347	-0.003695	-0.076496
173	0.006369	-0.003659	-0.076666
174	0.00635	-0.008938	-0.071473
175	0.004604	-0.007757	-0.071486
176	0.003481	-0.010102	-0.070379
177	0.010836	-0.005733	-0.073805
178	0.005797	-0.005868	-0.07362
179	0.011004	-0.00765	-0.072259
180	0.007049	-0.011929	-0.070669
181	0.003584	-0.013467	-0.069014
182	0.011199	-0.010479	-0.071439
183	0.005311	-0.019856	-0.038519
184	0.003719	-0.017654	-0.03774
185	0.007042	-0.01958	-0.035842
186	0.003922	-0.020657	-0.040562
187	0.006505	-0.019081	-0.065813
188	0.003491	-0.017174	-0.066428
189	0.010538	-0.013461	-0.070293
190	0.010568	-0.017217	-0.068254
191	0.00838	-0.022586	-0.039309
192	0.009766	-0.025063	-0.045689
193	0.010758	-0.025914	-0.052095
194	0.011242	-0.024645	-0.057734
195	0.011404	-0.021679	-0.063821
196	0.015441	0.089429	0.006034
197	0.016093	0.089856	0.001582
198	0.016692	0.090379	-0.003615
199	0.016733	0.090351	-0.008798
200	0.016638	0.090401	-0.013347
201	0.016825	0.090564	-0.018165
202	0.016941	0.09015	-0.023058
203	0.016591	0.09013	-0.026713
204	0.016127	0.090594	-0.032566
205	0.017976	0.090091	-0.028956
