Curveplot
AI*Environment LS-Dyna Project
Time
Nodal Data
Node no.
X-displacement-1 #pts=88
* Minval=    -2.7154251002e-03 at time=         0.0197900161
* Maxval=     7.0069596404e-04 at time=         1.0049194098
    4.2443409562e-01    4.2443443090e-04
    4.4203001261e-01    4.4202990830e-04
    4.5961123705e-01    4.5961141586e-04
    4.7718167305e-01    4.7718174756e-04
    4.9475377798e-01    4.9475394189e-04
    5.1231580973e-01    5.1231589168e-04
    5.2986377478e-01    5.2986387163e-04
    5.4741191864e-01    5.4741185158e-04
    5.6495451927e-01    5.6495424360e-04
    5.8248120546e-01    5.8248080313e-04
    6.0000461340e-01    6.0000456870e-04
    6.1752617359e-01    6.1752647161e-04
    6.3503295183e-01    6.3503347337e-04
    6.5253257751e-01    6.5253302455e-04
    6.7003262043e-01    6.7003257573e-04
    6.8752032518e-01    6.8752001971e-04
    7.0499700308e-01    7.0499721915e-04
    7.2247415781e-01    7.2247441858e-04
    7.3994243145e-01    7.3994230479e-04
    7.5739735365e-01    7.5739715248e-04
    7.7485144138e-01    7.7485106885e-04
    7.9230022430e-01    7.9230032861e-04
    8.0973482132e-01    8.0973468721e-04
    8.2716578245e-01    8.2716625184e-04
    8.4459418058e-01    8.4459409118e-04
    8.6200892925e-01    8.6200889200e-04
    8.7941706181e-01    8.7941717356e-04
    8.9682447910e-01    8.9682452381e-04
    9.1422015429e-01    9.1421976686e-04
    9.3160641193e-01    9.3160662800e-04
    9.4899231195e-01    9.4899255782e-04
    9.6636891365e-01    9.6636917442e-04
    9.8373395205e-01    9.8373368382e-04
endcurve
Z-displacement-4 #pts=88
* Minval=    -9.9999997765e-03 at time=         0.9504776001
* Maxval=     2.3783208847e+01 at time=        -0.0000148562
    0.0000000000e+00    0.0000000000e+00
    1.7773577943e-02    1.7773360014e-05
    3.5547155887e-02    3.5546720028e-05
    5.3301535547e-02    5.3301453590e-05
    7.1047678590e-02    7.1047805250e-05
    8.8796772063e-02    8.8796950877e-05
    1.0653082281e-01    1.0653119534e-04
    1.2425009906e-01    1.2425053865e-04
    1.4197291434e-01    1.4197267592e-04
    1.5968862176e-01    1.5968829393e-04
    1.7738603055e-01    1.7738621682e-04
    1.9508203864e-01    1.9508227706e-04
    2.1277639270e-01    2.1277647465e-04
    2.3045240343e-01    2.3045204580e-04
    2.4812102318e-01    2.4812109768e-04
    2.6579231024e-01    2.6579201221e-04
    2.8344982862e-01    2.8344988823e-04
    3.0109423399e-01    3.0109472573e-04
    3.1874090433e-01    3.1874049455e-04
    3.3637887239e-01    3.3637881279e-04
    3.5399997234e-01    3.5400036722e-04
    3.7162029743e-01    3.7162005901e-04
    3.8923794031e-01    3.8923788816e-04
    4.0683877468e-01    4.0683895350e-04
    4.2443409562e-01    4.2443443090e-04
    4.4203001261e-01    4.4202990830e-04
    4.5961123705e-01    4.5961141586e-04
    4.7718167305e-01    4.7718174756e-04
    4.9475377798e-01    4.9475394189e-04
    5.1231580973e-01    5.1231589168e-04
    5.2986377478e-01    5.2986387163e-04
    5.4741191864e-01    5.4741185158e-04
    5.6495451927e-01    5.6495424360e-04
    5.8248120546e-01    5.8248080313e-04
    6.0000461340e-01    6.0000456870e-04
    6.1752617359e-01    6.1752647161e-04
    6.3503295183e-01    6.3503347337e-04
    6.5253257751e-01    6.5253302455e-04
    6.7003262043e-01    6.7003257573e-04
    6.8752032518e-01    6.8752001971e-04
    7.0499700308e-01    7.0499721915e-04
    7.2247415781e-01    7.2247441858e-04
    7.3994243145e-01    7.3994230479e-04
    7.5739735365e-01    7.5739715248e-04
    7.7485144138e-01    7.7485106885e-04
    7.9230022430e-01    7.9230032861e-04
    8.0973482132e-01    8.0973468721e-04
    8.2716578245e-01    8.2716625184e-04
    8.4459418058e-01    8.4459409118e-04
    8.6200892925e-01    8.6200889200e-04
    8.7941706181e-01    8.7941717356e-04
    8.9682447910e-01    8.9682452381e-04
    9.1422015429e-01    9.1421976686e-04
    9.3160641193e-01    9.3160662800e-04
    9.4899231195e-01    9.4899255782e-04
    9.6636891365e-01    9.6636917442e-04
    9.8373395205e-01    9.8373368382e-04
endcurve
Resultant Displacement-1 #pts=88
* Minval=     0.0000000000e+00 at time=         0.0000000000
* Maxval=     9.0640671551e-03 at time=        -0.0000148562
    0.0000000000e+00    0.0000000000e+00
    1.7773577943e-02    0.0000000000e+00
    3.5547155887e-02    0.0000000000e+00
    5.3301535547e-02    0.0000000000e+00
    7.1047678590e-02    0.0000000000e+00
    8.8796772063e-02    0.0000000000e+00
    1.0653082281e-01    0.0000000000e+00
    1.2425009906e-01    0.0000000000e+00
    1.4197291434e-01    0.0000000000e+00
    1.5968862176e-01    0.0000000000e+00
    1.7738603055e-01    0.0000000000e+00
    1.9508203864e-01    0.0000000000e+00
    2.1277639270e-01    0.0000000000e+00
    2.3045240343e-01    0.0000000000e+00
    2.4812102318e-01    0.0000000000e+00
    2.6579231024e-01    0.0000000000e+00
    2.8344982862e-01    0.0000000000e+00
    3.0109423399e-01    0.0000000000e+00
    3.1874090433e-01    0.0000000000e+00
    3.3637887239e-01    0.0000000000e+00
    3.5399997234e-01    0.0000000000e+00
    3.7162029743e-01    0.0000000000e+00
    3.8923794031e-01    0.0000000000e+00
    4.0683877468e-01    0.0000000000e+00
    4.2443409562e-01    0.0000000000e+00
    4.4203001261e-01    0.0000000000e+00
    4.5961123705e-01    0.0000000000e+00
    4.7718167305e-01    0.0000000000e+00
    4.9475377798e-01    0.0000000000e+00
    5.1231580973e-01    0.0000000000e+00
    5.2986377478e-01    0.0000000000e+00
    5.4741191864e-01    0.0000000000e+00
    5.6495451927e-01    0.0000000000e+00
    5.8248120546e-01    0.0000000000e+00
    6.0000461340e-01    0.0000000000e+00
    6.1752617359e-01    0.0000000000e+00
    6.3503295183e-01    0.0000000000e+00
    6.5253257751e-01    0.0000000000e+00
    6.7003262043e-01    0.0000000000e+00
    6.8752032518e-01    0.0000000000e+00
    7.0499700308e-01    0.0000000000e+00
    7.2247415781e-01    0.0000000000e+00
    7.3994243145e-01    0.0000000000e+00
    7.5739735365e-01    0.0000000000e+00
    7.7485144138e-01    0.0000000000e+00
    7.9230022430e-01    0.0000000000e+00
    8.0973482132e-01    0.0000000000e+00
    8.2716578245e-01    0.0000000000e+00
    8.4459418058e-01    0.0000000000e+00
    8.6200892925e-01    0.0000000000e+00
    8.7941706181e-01    0.0000000000e+00
    8.9682447910e-01    0.0000000000e+00
    9.1422015429e-01    0.0000000000e+00
    9.3160641193e-01    0.0000000000e+00
    9.4899231195e-01    0.0000000000e+00
    9.6636891365e-01    0.0000000000e+00
    9.8373395205e-01    0.0000000000e+00
endcurve
Resultant Displacement-2 #pts=88
* Minval=     0.0000000000e+00 at time=         0.0000000000
* Maxval=     2.3810041428e+01 at time=        -0.0000148562
    0.0000000000e+00    0.0000000000e+00
    1.7773577943e-02    0.0000000000e+00
    3.5547155887e-02    7.1981921792e-06
    5.3301535547e-02    9.7025185823e-06
    7.1047678590e-02    7.4431300163e-06
    8.8796772063e-02    1.2968666852e-05
    1.0653082281e-01    1.9867904484e-05
    1.2425009906e-01    2.0152889192e-05
    1.4197291434e-01    2.4304725230e-05
    1.5968862176e-01    3.2532960176e-05
    1.7738603055e-01    3.3583492041e-05
    1.9508203864e-01    3.4263357520e-05
    2.1277639270e-01    4.2124651372e-05
    2.3045240343e-01    4.6666711569e-05
    2.4812102318e-01    4.7408044338e-05
    2.6579231024e-01    5.4421834648e-05
    2.8344982862e-01    6.0974620283e-05
    3.0109423399e-01    6.0900114477e-05
    3.1874090433e-01    6.4751133323e-05
    3.3637887239e-01    7.2415918112e-05
    3.5399997234e-01    7.4314884841e-05
    3.7162029743e-01    7.6990574598e-05
    3.8923794031e-01    8.5240229964e-05
    4.0683877468e-01    8.8924542069e-05
    4.2443409562e-01    8.9541077614e-05
    4.4203001261e-01    9.6009112895e-05
    4.5961123705e-01    1.0143034160e-04
    4.7718167305e-01    1.0217539966e-04
    4.9475377798e-01    1.0759849101e-04
    5.1231580973e-01    1.1482462287e-04
    5.2986377478e-01    1.1619180441e-04
    5.4741191864e-01    1.1928658932e-04
    5.6495451927e-01    1.2643821537e-04
    5.8248120546e-01    1.2894440442e-04
    6.0000461340e-01    1.3084523380e-04
    6.1752617359e-01    1.3808533549e-04
    6.3503295183e-01    1.4255475253e-04
    6.5253257751e-01    1.4372821897e-04
    6.7003262043e-01    1.4956854284e-04
    6.8752032518e-01    1.5499256551e-04
    7.0499700308e-01    1.5593878925e-04
    7.2247415781e-01    1.6048271209e-04
    7.3994243145e-01    1.6713701189e-04
    7.5739735365e-01    1.6905553639e-04
    7.7485144138e-01    1.7232354730e-04
    7.9230022430e-01    1.7906725407e-04
    8.0973482132e-01    1.8171593547e-04
    8.2716578245e-01    1.8368661404e-04
    8.4459418058e-01    1.9010622054e-04
    8.6200892925e-01    1.9413791597e-04
    8.7941706181e-01    1.9577611238e-04
    8.9682447910e-01    2.0157080144e-04
    9.1422015429e-01    2.0658224821e-04
    9.3160641193e-01    2.0790938288e-04
    9.4899231195e-01    2.1248962730e-04
    9.6636891365e-01    2.1817814559e-04
    9.8373395205e-01    2.1994765848e-04
endcurve
Resultant Displacement-3 #pts=88
* Minval=     0.0000000000e+00 at time=         0.0000000000
* Maxval=     2.8647416830e-01 at time=         0.0197900161
    0.0000000000e+00    0.0000000000e+00
    1.7773577943e-02    1.7773360014e-05
    3.5547155887e-02    3.6268211261e-05
    5.3301535547e-02    5.4806649132e-05
    7.1047678590e-02    7.2830429417e-05
    8.8796772063e-02    9.2027068604e-05
    1.0653082281e-01    1.1076397641e-04
    1.2425009906e-01    1.2773419439e-04
    1.4197291434e-01    1.4561136777e-04
    1.5968862176e-01    1.6448926181e-04
    1.7738603055e-01    1.8244188686e-04
    1.9508203864e-01    2.0060758106e-04
    2.1277639270e-01    2.1986915090e-04
    2.3045240343e-01    2.3794402659e-04
    2.4812102318e-01    2.5508776889e-04
    2.6579231024e-01    2.7346840943e-04
    2.8344982862e-01    2.9193269438e-04
    3.0109423399e-01    3.0951632652e-04
    3.1874090433e-01    3.2804356306e-04
    3.3637887239e-01    3.4705238068e-04
    3.5399997234e-01    3.6459873081e-04
    3.7162029743e-01    3.8218728150e-04
    3.8923794031e-01    4.0078390157e-04
    4.0683877468e-01    4.1863441584e-04
    4.2443409562e-01    4.3624715181e-04
    4.4203001261e-01    4.5508076437e-04
    4.5961123705e-01    4.7351635294e-04
    4.7718167305e-01    4.9087888328e-04
    4.9475377798e-01    5.0902302610e-04
    5.1231580973e-01    5.2739086095e-04
    5.2986377478e-01    5.4476875812e-04
    5.4741191864e-01    5.6275055977e-04
    5.6495451927e-01    5.8153906139e-04
    5.8248120546e-01    5.9933133889e-04
    6.0000461340e-01    6.1694858596e-04
    6.1752617359e-01    6.3542608405e-04
    6.3503295183e-01    6.5324309980e-04
    6.5253257751e-01    6.7057705019e-04
    6.7003262043e-01    6.8896100856e-04
    6.8752032518e-01    7.0726446575e-04
    7.0499700308e-01    7.2472245665e-04
    7.2247415781e-01    7.4283499271e-04
    7.3994243145e-01    7.6115917182e-04
    7.5739735365e-01    7.7850004891e-04
    7.7485144138e-01    7.9621688928e-04
    7.9230022430e-01    8.1464071991e-04
    8.0973482132e-01    8.3230511518e-04
    8.2716578245e-01    8.4993115161e-04
    8.4459418058e-01    8.6834083777e-04
    8.6200892925e-01    8.8613049593e-04
    8.7941706181e-01    9.0345653007e-04
    8.9682447910e-01    9.2160503846e-04
    9.1422015429e-01    9.3957904028e-04
    9.3160641193e-01    9.5693662297e-04
    9.4899231195e-01    9.7499752883e-04
    9.6636891365e-01    9.9317869172e-04
    9.8373395205e-01    1.0105376132e-03
endcurve
Resultant Displacement-4 #pts=88
* Minval=     0.0000000000e+00 at time=         0.0000000000
* Maxval=     2.3800426483e+01 at time=        -0.0000148562
    0.0000000000e+00    0.0000000000e+00
    1.7773577943e-02    1.7773360014e-05
    3.5547155887e-02    3.6268233089e-05
    5.3301535547e-02    5.3960189689e-05
    7.1047678590e-02    7.1165006375e-05
    8.8796772063e-02    8.9098823082e-05
    1.0653082281e-01    1.0708628542e-04
    1.2425009906e-01    1.2446643086e-04
    1.4197291434e-01    1.4222408936e-04
    1.5968862176e-01    1.6027572565e-04
    1.7738603055e-01    1.7772964202e-04
    1.9508203864e-01    1.9525036623e-04
    2.1277639270e-01    2.1312882018e-04
    2.3045240343e-01    2.3077432706e-04
    2.4812102318e-01    2.4826562731e-04
    2.6579231024e-01    2.6605525636e-04
    2.8344982862e-01    2.8381877928e-04
    3.0109423399e-01    3.0126687489e-04
    3.1874090433e-01    3.1890530954e-04
    3.3637887239e-01    3.3666010131e-04
    3.5399997234e-01    3.5416614264e-04
    3.7162029743e-01    3.7173449527e-04
    3.8923794031e-01    3.8947549183e-04
    4.0683877468e-01    4.0704611456e-04
    4.2443409562e-01    4.2454083450e-04
    4.4203001261e-01    4.4219900155e-04
    4.5961123705e-01    4.5980224968e-04
    4.7718167305e-01    4.7727339552e-04
    4.9475377798e-01    4.9487082288e-04
    5.1231580973e-01    5.1250349497e-04
    5.2986377478e-01    5.2997528110e-04
    5.4741191864e-01    5.4750568233e-04
    5.6495451927e-01    5.6511419825e-04
    5.8248120546e-01    5.8259355137e-04
    6.0000461340e-01    6.0007360298e-04
    6.1752617359e-01    6.1765109422e-04
    6.3503295183e-01    6.3515716465e-04
    6.5253257751e-01    6.5260275733e-04
    6.7003262043e-01    6.7013507942e-04
    6.8752032518e-01    6.8764452590e-04
    7.0499700308e-01    7.0506386692e-04
    7.2247415781e-01    7.2254828410e-04
    7.3994243145e-01    7.4005511124e-04
    7.5739735365e-01    7.5746950461e-04
    7.7485144138e-01    7.7491399134e-04
    7.9230022430e-01    7.9240498599e-04
    8.0973482132e-01    8.0981396604e-04
    8.2716578245e-01    8.2721869694e-04
    8.4459418058e-01    8.4467866691e-04
    8.6200892925e-01    8.6208886933e-04
    8.7941706181e-01    8.7946571875e-04
    8.9682447910e-01    8.9689635206e-04
    9.1422015429e-01    9.1430370230e-04
    9.3160641193e-01    9.3165651197e-04
    9.4899231195e-01    9.4905105652e-04
    9.6636891365e-01    9.6644763835e-04
    9.8373395205e-01    9.8378327675e-04
endcurve
